Year,AgeGroup,Month,Unemployment,Date,MonthNum
2019,25 years and over,Aug,2.1,2019-08-01,8
2019,25 years and over,Sep,2.0,2019-09-01,9
2019,25 years and over,Oct,2.1,2019-10-01,10
2019,25 years and over,Nov,1.9,2019-11-01,11
2019,25 years and over,Dec,2.0,2019-12-01,12
2020,25 years and over,Jan,1.9,2020-01-01,1
2020,25 years and over,Feb,1.9,2020-02-01,2
2020,25 years and over,Mar,2.5,2020-03-01,3
2020,25 years and over,Apr,8.4,2020-04-01,4
2020,25 years and over,May,7.4,2020-05-01,5
2020,25 years and over,Jun,6.8,2020-06-01,6
2020,25 years and over,Jul,6.7,2020-07-01,7
2020,25 years and over,Aug,5.3,2020-08-01,8
2020,25 years and over,Sep,4.8,2020-09-01,9
2020,25 years and over,Oct,4.2,2020-10-01,10
2020,25 years and over,Nov,4.2,2020-11-01,11
2020,25 years and over,Dec,3.9,2020-12-01,12
2021,25 years and over,Jan,4.0,2021-01-01,1
2021,25 years and over,Feb,3.8,2021-02-01,2
2021,25 years and over,Mar,3.7,2021-03-01,3
2021,25 years and over,Apr,3.5,2021-04-01,4
2021,25 years and over,May,3.1,2021-05-01,5
2021,25 years and over,Jun,3.4,2021-06-01,6
2021,25 years and over,Jul,3.1,2021-07-01,7
2021,25 years and over,Aug,2.8,2021-08-01,8
2021,25 years and over,Sep,2.6,2021-09-01,9
2021,25 years and over,Oct,2.4,2021-10-01,10
2021,25 years and over,Nov,2.3,2021-11-01,11
2021,25 years and over,Dec,2.1,2021-12-01,12
2022,25 years and over,Jan,2.3,2022-01-01,1
2022,25 years and over,Feb,2.1,2022-02-01,2
2022,25 years and over,Mar,1.9,2022-03-01,3
2022,25 years and over,Apr,2.0,2022-04-01,4
2022,25 years and over,May,1.9,2022-05-01,5
2022,25 years and over,Jun,2.0,2022-06-01,6
2022,25 years and over,Jul,2.0,2022-07-01,7
2022,25 years and over,Aug,1.9,2022-08-01,8
2022,25 years and over,Sep,1.8,2022-09-01,9
2022,25 years and over,Oct,1.9,2022-10-01,10
2022,25 years and over,Nov,2.0,2022-11-01,11
2022,25 years and over,Dec,1.9,2022-12-01,12
2023,25 years and over,Jan,2.0,2023-01-01,1
2023,25 years and over,Feb,2.0,2023-02-01,2
2023,25 years and over,Mar,2.0,2023-03-01,3
2023,25 years and over,Apr,1.9,2023-04-01,4
2023,25 years and over,May,2.1,2023-05-01,5
2023,25 years and over,Jun,1.9,2023-06-01,6
2023,25 years and over,Jul,2.0,2023-07-01,7
2023,25 years and over,Aug,2.2,2023-08-01,8
2023,25 years and over,Sep,2.2,2023-09-01,9
2023,25 years and over,Oct,2.1,2023-10-01,10
2023,25 years and over,Nov,2.1,2023-11-01,11
2023,25 years and over,Dec,2.1,2023-12-01,12
2024,25 years and over,Jan,2.1,2024-01-01,1
2024,25 years and over,Feb,2.2,2024-02-01,2
2024,25 years and over,Mar,2.2,2024-03-01,3
2024,25 years and over,Apr,2.2,2024-04-01,4
2024,25 years and over,May,2.1,2024-05-01,5
2024,25 years and over,Jun,2.4,2024-06-01,6
2024,25 years and over,Jul,2.3,2024-07-01,7
2024,25 years and over,Aug,2.5,2024-08-01,8
2024,25 years and over,Sep,2.3,2024-09-01,9
2024,25 years and over,Oct,2.5,2024-10-01,10
2024,25 years and over,Nov,2.5,2024-11-01,11
2024,25 years and over,Dec,2.4,2024-12-01,12
2025,25 years and over,Jan,2.3,2025-01-01,1
2025,25 years and over,Feb,2.5,2025-02-01,2
2025,25 years and over,Mar,2.6,2025-03-01,3
2025,25 years and over,Apr,2.5,2025-04-01,4
2025,25 years and over,May,2.6,2025-05-01,5
2025,25 years and over,Jun,2.5,2025-06-01,6
2025,25 years and over,Jul,,2025-07-01,7
2025,25 years and over,Aug,,2025-08-01,8
2025,25 years and over,Sep,,2025-09-01,9
2025,25 years and over,Oct,,2025-10-01,10
2025,25 years and over,Nov,,2025-11-01,11
2025,25 years and over,Dec,,2025-12-01,12
